source,stage_num,stage,quantity,value,unit
scene_rs,5,morphology,removed,37.226,%
scene_rs,5,morphology,blobs before,13,count
scene_rs,5,morphology,blobs after,1,count
scene_rs,6,components,components over 40 px,1,count
scene_rs,6,components,largest area,172,px
scene_rs,6,components,total area kept,172,px
scene_rs,6,components,median area,172,px
scene_rs,7,vocabulary,colour terms tested,11,count
scene_rs,7,vocabulary,terms with any pixels,6,count
scene_rs,7,vocabulary,largest term,black,-
scene_rs,7,vocabulary,its pixel count,58817,px
scene_rs,8,region_mean,regions tested,1,count
scene_rs,8,region_mean,regions passing,1,count
scene_rs,8,region_mean,regions rejected as near-black,0,count
scene_rs,8,region_mean,blue ratio threshold,1.25,-
scene_rs,8,region_mean,red ratio threshold,1.8,-
scene_rs,8,region_mean,near-black floor,25,0-255
scene_rs,11,fastsam,regions returned,96,count
scene_rs,11,fastsam,largest region,75485,px
scene_rs,11,fastsam,largest as a fraction of the frame,24.57,%
scene_rs,11,fastsam,smallest region,66,px
scene_rs,11,fastsam,median region,841.5,px
scene_rs,11,fastsam,inference time,1.1,s
scene_rs,11,fastsam,input size,1024,px
scene_rs,11,fastsam,confidence threshold,0.25,-
scene_rs,11,fastsam,NMS IoU,0.7,-
scene_rs,11,fastsam,device,cpu,-
scene_rs,12,area_filter,regions in,96,count
scene_rs,12,area_filter,kept,96,count
scene_rs,12,area_filter,rejected as noise,0,count
scene_rs,12,area_filter,rejected as too large,0,count
scene_rs,12,area_filter,lower bound,60,px
scene_rs,12,area_filter,upper bound,107520,px
scene_rs,12,area_filter,upper bound as a fraction,0.35,-
scene_rs,13,segment_match,colour word parsed,green,-
scene_rs,13,segment_match,regions considered,96,count
scene_rs,13,segment_match,regions matched,1,count
scene_rs,13,segment_match,regions rejected on colour,95,count
scene_rs,13,segment_match,best score,0.096,0-1
scene_rs,15,raw_depth,depth width,640,px
scene_rs,15,raw_depth,depth height,480,px
scene_rs,15,raw_depth,pixels with a return,44570,px
scene_rs,15,raw_depth,that fraction,14.51,%
scene_rs,15,raw_depth,median range,4.7061,m
scene_rs,15,raw_depth,5th percentile,2.427,m
scene_rs,15,raw_depth,95th percentile,9.668,m
scene_rs,15,raw_depth,nearest return,0.317,m
scene_rs,15,raw_depth,furthest return,65.535,m
scene_rs,15,raw_depth,returns inside this camera's working band,38526,px
scene_rs,15,raw_depth,band near,0.15,m
scene_rs,15,raw_depth,band far,8,m
scene_rs,16,alignment,re-projection needed,no,-
scene_rs,16,alignment,aligner,librealsense rs.align,-
scene_rs,17,deprojection,points lifted,38526,count
scene_rs,17,deprojection,fx,603.022,px
scene_rs,17,deprojection,fy,603.129,px
scene_rs,17,deprojection,cx,318.875,px
scene_rs,17,deprojection,cy,231.218,px
scene_rs,17,deprojection,X minimum,-1.141,m
scene_rs,17,deprojection,X maximum,3.4767,m
scene_rs,17,deprojection,Y minimum,-3.0512,m
scene_rs,17,deprojection,Y maximum,1.4574,m
scene_rs,17,deprojection,Z minimum,0.317,m
scene_rs,17,deprojection,Z maximum,7.9937,m
scene_rs,17,deprojection,centroid X,0.6143,m
scene_rs,17,deprojection,centroid Y,-0.31,m
scene_rs,17,deprojection,centroid Z,4.2642,m
scene_rs,18,ransac,normal x,0.258,-
scene_rs,18,ransac,normal y,-0.021,-
scene_rs,18,ransac,normal z,-0.9659,-
scene_rs,18,ransac,offset d,4.3516,m
scene_rs,18,ransac,points fitted,38526,count
scene_rs,18,ransac,points scored,38526,count
scene_rs,18,ransac,inliers,1475,count
scene_rs,18,ransac,inlier fraction,3.83,%
scene_rs,18,ransac,residual RMS,3.405,mm
scene_rs,18,ransac,inlier tolerance,6,mm
scene_rs,18,ransac,RANSAC iterations,400,count
scene_rs,18,ransac,angle to the optical axis,15,deg
scene_rs,19,pca_refine,normal moved,0,deg
scene_rs,19,pca_refine,RMS before refinement,3.405,mm
scene_rs,19,pca_refine,RMS after refinement,3.405,mm
scene_rs,19,pca_refine,inliers with the matched pair,1475,count
scene_rs,19,pca_refine,inliers with a mixed normal and offset,1475,count
scene_rs,19,pca_refine,inliers lost by mixing,0,count
scene_rs,20,height_map,height threshold,5,mm
scene_rs,20,height_map,points above it,23275,count
scene_rs,20,height_map,that fraction,60.414,%
scene_rs,20,height_map,tallest point,4072,mm
scene_rs,20,height_map,lowest point,-3421,mm
scene_rs,20,height_map,median height,45.928,mm
scene_rs,21,mode_surface,bin width,2,mm
scene_rs,21,mode_surface,points binned,38526,count
scene_rs,21,mode_surface,share in the fullest bin,0.74,%
scene_rs,21,mode_surface,share required,20,%
scene_rs,21,mode_surface,modal bin centre,-2.664,m
scene_rs,21,mode_surface,refined estimate,-2.6643,m
scene_rs,21,mode_surface,spread of the inliers,3.288,mm
scene_rs,21,mode_surface,inlier band,6,mm
scene_rs,21,mode_surface,a plain mean would say,-3.9539,m
scene_rs,21,mode_surface,that mean's error,1290,mm
scene_rs,21,mode_surface,RANSAC's own offset,-4.3516,m
scene_rs,21,mode_surface,the two estimators differ by,1687,mm
scene_rs,22,on_surface,pieces standing on the surface,19,count
scene_rs,22,on_surface,height threshold,5,mm
scene_rs,22,on_surface,largest piece,6382,px
scene_rs,22,on_surface,tallest piece,4072,mm
scene_rs,24,layers,region area,75485,px
scene_rs,24,layers,points lifted from it,9293,count
scene_rs,24,layers,points above the plane,5862,count
scene_rs,24,layers,pixels removed by the 1 px erosion,4339,px
scene_rs,24,layers,layers found,3,count
scene_rs,24,layers,lowest point,4,mm
scene_rs,24,layers,highest point,4072,mm
scene_rs,25,min_width,instance points,5862,count
scene_rs,25,min_width,"minimum width, rotating calipers",1314,mm
scene_rs,25,min_width,at this angle in the plane,103,deg
scene_rs,25,min_width,"PCA short axis, THE CONTROL",1322,mm
scene_rs,25,min_width,"axis-aligned box, THE CONTROL",1722,mm
scene_rs,25,min_width,PCA overstates by,8.49,mm
scene_rs,25,min_width,long axis,2441,mm
scene_rs,25,min_width,height,4068,mm
scene_rs,25,min_width,jaw span,85,mm
scene_rs,25,min_width,graspable as it lies,no,-
scene_rs,25,min_width,sweep step,0.5,deg
scene_rs,26,nested,instances in,49,count
scene_rs,26,nested,kept,41,count
scene_rs,26,nested,dropped as already explained,8,count
scene_rs,26,nested,voxel size,5,mm
scene_rs,26,nested,overlap fraction that rejects,0.55,-
scene_rs,29,table,points on the surface,1475,count
scene_rs,29,table,surface extent along its first axis,1.0115,m
scene_rs,29,table,surface extent along its second axis,1.7624,m
scene_rs,29,table,area spanned,1.7828,m2
scene_rs,29,table,perpendicular distance from the camera,4.3516,m
scene_rs,29,table,distance to the middle of that extent,4.9018,m
scene_rs,29,table,nearest point on the surface,4.6302,m
scene_rs,29,table,furthest point on the surface,5.589,m
scene_rs,29,table,tilt from the optical axis,15,deg
scene_rs,29,table,"flatness, RMS of the inliers",3.405,mm
scene_rs,30,boxes3d,objects posed,12,count
scene_rs,30,boxes3d,nearest object,2.6092,m
scene_rs,30,boxes3d,furthest object,4.5669,m
scene_rs,30,boxes3d,largest footprint,2855,mm
scene_rs,30,boxes3d,tallest object,4072,mm
scene_rs,30,boxes3d,graspable within the 85 mm jaw,0,count
scene_rs,31,distances,objects measured,10,count
scene_rs,31,distances,nearest object,2.6092,m
scene_rs,31,distances,furthest object,4.5669,m
scene_rs,31,distances,closest pair,0.2985,m
scene_rs,31,distances,tightest free gap,0,m
scene_rs,31,distances,what the origin IS,the scene camera across the room,-
scene_rs,32,people,people detected,1,count
scene_rs,32,people,landmarks per person,33,count
scene_rs,32,people,inference time,1.29,s
scene_rs,32,people,depth attached to landmarks,yes,-
scene_rs,33,self_view,pixels nearer than the gate,0,px
scene_rs,33,self_view,that fraction,0,%
scene_rs,33,self_view,nearest return of all,0.317,m
scene_rs,33,self_view,blobs of near return,0,count
scene_rs,33,self_view,this camera is on the hand,no,-
scene_rs,33,self_view,near edge of this camera's band,0.15,m
